
2025-01-12T19:51:27.828313,.\test_files\test_files\file_0.txt,-1,10,1
2025-01-12T19:51:28.173499,.\test_files\test_files\file_1.txt,-1,10,1
2025-01-12T19:51:28.411355,.\test_files\test_files\file_2.txt,-1,10,1
2025-01-12T19:51:28.674701,.\test_files\test_files\file_3.txt,-1,10,1
2025-01-12T19:51:29.132687,.\test_files\test_files\file_4.txt,-1,10,1
2025-01-12T19:51:29.493962,.\data\activity_log.csv,4.408304811949455,10,1
2025-01-12T19:51:29.694502,.\data\activity_log.csv,4.568305081281015,10,1
2025-01-12T19:51:29.889423,.\data\activity_log.csv,4.622726968722299,10,1
2025-01-12T19:51:30.065008,.\data\activity_log.csv,4.66345029756685,10,1
2025-01-12T19:51:30.432587,.\data\activity_log.csv,4.692651593605763,10,1
2025-01-12T19:51:30.664825,.\data\activity_log.csv,4.711419826040853,10,1
2025-01-12T19:51:30.957333,.\data\activity_log.csv,4.717921756900521,10,1
2025-01-12T19:51:31.319116,.\data\activity_log.csv,4.721544327229633,10,1
2025-01-12T19:51:31.637861,.\data\activity_log.csv,4.720191833196091,10,1
2025-01-12T19:51:31.971383,.\data\activity_log.csv,4.718539362890786,10,1
2025-01-12T19:51:32.319211,.\data\activity_log.csv,4.722614431277329,10,1
2025-01-12T19:51:32.668135,.\data\activity_log.csv,4.717248075476299,10,1
2025-01-12T19:51:32.972069,.\data\activity_log.csv,4.7194639977965265,10,1
2025-01-12T19:51:33.271182,.\data\activity_log.csv,4.720394417895613,10,1
2025-01-12T19:51:33.764481,.\data\activity_log.csv,4.718254635645266,10,1
2025-01-12T19:51:34.276237,.\data\activity_log.csv,4.720433980835096,10,1
2025-01-12T19:51:34.624050,.\data\activity_log.csv,4.721610281724217,10,1
2025-01-12T19:51:35.034596,.\data\activity_log.csv,4.7168742405390045,10,1
2025-01-12T19:51:35.276517,.\data\activity_log.csv,4.716314915434006,10,1
2025-01-12T19:51:35.535935,.\data\activity_log.csv,4.713775477693458,10,1
2025-01-12T19:51:35.781158,.\data\activity_log.csv,4.714833198819893,10,1
2025-01-12T19:51:36.081075,.\data\activity_log.csv,4.714316763324902,10,1
2025-01-12T19:51:36.438336,.\data\activity_log.csv,4.712566857684769,10,1
